,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,Class
0,0.14303803192692083,0.26717315606204495,0.2150997150997151,0.2166146610591055,0.07450368561479673,0.0835707502374169,0.19323474879030433,0.24890336001447114,0.18803418803418803,0.2205489983267761,0.07999819110930222,0.06928051372495816,0.12578573689684802,0.26380409713743047,0.21496404829738164,0.22590783701894812,0.08198797087685977,0.08755030977253199,1.0
1,0.19524505708716236,0.27593288777499303,0.15054998607630188,0.2109440267335004,0.07101086048454469,0.09631718184349763,0.1717488164856586,0.3046157059314954,0.13554720133667503,0.1866123642439432,0.06203007518796992,0.13944583681425787,0.16704956836535784,0.30788777499303815,0.13742690058479531,0.18765664160401002,0.06756474519632415,0.1324143692564745,1.0
2,0.16680080482897383,0.22839034205231387,0.17393360160965796,0.21982897384305836,0.12501006036217305,0.08603621730382294,0.144476861167002,0.26496981891348087,0.19453722334004026,0.20917505030181086,0.1120523138832998,0.0747887323943662,0.1520824949698189,0.24714285714285714,0.19401408450704224,0.21696177062374244,0.11468812877263582,0.07511066398390343,1.0
3,0.1322265625,0.21321180555555555,0.19946180555555557,0.24546440972222222,0.1440234375,0.06561197916666667,0.11830729166666666,0.22517361111111112,0.22348958333333332,0.23700520833333333,0.13163628472222222,0.06438802083333334,0.13524305555555555,0.21684895833333334,0.20117621527777776,0.240234375,0.14106770833333335,0.0654296875,1.0
4,0.15839512383618773,0.21377691258922257,0.16839825892954788,0.22542050351057547,0.15211035528627778,0.08189884584818857,0.13310294042593523,0.23686723973256923,0.23303950946725285,0.20860765400234768,0.11986993008012715,0.06851272629176783,0.1469046421254475,0.22904408816174165,0.2038102320698178,0.21567984134969415,0.13346748616548917,0.07109371012780974,1.0
5,0.16523249477794932,0.22205067659613115,0.18266960312414857,0.2294977749523204,0.13032422123331214,0.07022522931613841,0.15015666152029788,0.2485809644900554,0.20025429116338206,0.21101625647080194,0.11384070474979566,0.07615112160566706,0.16048724003269457,0.23548042866224683,0.18172736354554536,0.21971210607574243,0.1259422395786032,0.07665062210516756,1.0
6,0.1553808682677433,0.206792324486818,0.15681262136987503,0.22785171206951407,0.17272647481540807,0.0804359989906415,0.12603815814014724,0.23417117403754376,0.20279328996017423,0.21762647152402165,0.14858964090973922,0.07078126542837394,0.14682874916343927,0.21950256179578045,0.17814080551197517,0.21982072915180972,0.1599120102691257,0.07579514410786971,1.0
7,0.14874411302982732,0.205440164231373,0.16254075594734935,0.2281578311798092,0.15817836010143702,0.09693877551020408,0.12048665620094191,0.20850440768023185,0.2323466368796039,0.23127490641226905,0.11689409491607294,0.09049329791088033,0.14285714285714285,0.21233848569013405,0.19318319043593768,0.22919937205651492,0.13335496920661755,0.08906683975365294,1.0
8,0.1443848167539267,0.21168848167539267,0.1776178010471204,0.223782722513089,0.16707460732984294,0.07545157068062827,0.0993520942408377,0.22600785340314136,0.3025130890052356,0.20204188481675392,0.1050392670157068,0.0650458115183246,0.1236976439790576,0.22772251308900524,0.24039921465968586,0.2093848167539267,0.12967931937172775,0.06911649214659686,1.0
9,0.16907643193882474,0.2304280040090575,0.1724544340918371,0.2162199784698764,0.1525761906529567,0.05924496083744757,0.14502208693715432,0.2565703997921229,0.20572404320873083,0.2070139945803482,0.1280578343665318,0.05761164111511192,0.15900738705965328,0.24125802739522625,0.1836742269571996,0.21531051635175769,0.14189465087790934,0.05885519135825383,1.0
10,0.16456519215139906,0.2141298037849762,0.1985022640195054,0.24084523394868224,0.12641356089631953,0.055543945199117616,0.147973992801579,0.2243120863810519,0.22767908974805526,0.23466852432369673,0.10989202368512713,0.05547428306048996,0.15974689422965285,0.22711018228259608,0.20058051782189712,0.23563218390804597,0.11850690816208058,0.05842331359572739,1.0
11,0.16359092656670512,0.22781073213599165,0.16635085406711705,0.23777942549568848,0.132284286263525,0.0721837754709727,0.14256879222277147,0.266614488932828,0.1864118196298127,0.22023122974680068,0.10445158455539079,0.07972208491239634,0.15169989564453232,0.2501647717910694,0.17380677761300597,0.22794804196188279,0.11619157466908332,0.08018893832042621,1.0
12,0.18649373881932022,0.2245932362211432,0.1930530709600477,0.2164792571769316,0.10692989181361275,0.07245080500894455,0.1795936621518017,0.27010392708067127,0.1476275662322174,0.18059459919925036,0.11568276684555755,0.10639747849050174,0.18319277621603203,0.25276854928017717,0.14718033904080416,0.2002512990885084,0.11770593747337933,0.0989010989010989,1.0
13,0.15307436143916506,0.22375377643504532,0.1680256110958528,0.2299677286459764,0.15055101620433947,0.07462750617962098,0.1255235512221917,0.2610632381213952,0.20121532546003845,0.2168188684427355,0.1172583081570997,0.07812070859653941,0.13899855808843725,0.24368305410601482,0.181680856907443,0.21761706948640483,0.13644088162592694,0.08157957978577314,1.0
14,0.17038226026990072,0.21930919683728672,0.15819511325129304,0.2259080910766304,0.13087806908031627,0.09532726948457286,0.1351584329112419,0.24206349206349206,0.23234349919743177,0.20346590571309672,0.08657333095535343,0.1003953391593841,0.15813566375364127,0.23565780869151656,0.17582188930503537,0.2202009393020629,0.10819808572617562,0.10198561322156828,1.0
15,0.25407853430085947,0.2399258916164891,0.12979259945447996,0.16962585559158047,0.07874015748031496,0.12783696155627605,0.26112912356543666,0.23251505326540065,0.1209922289125624,0.14713601976223561,0.0947969739076733,0.14343060058669138,0.254284390921723,0.2353970459574906,0.11656631156399568,0.14831969533220113,0.0869744223148577,0.15845813390973187,1.0
16,0.2320706641753015,0.2272464752845252,0.15298114489553252,0.21678274163410904,0.07735688805843384,0.09356208595209785,0.2176320706641753,0.2504161712247325,0.13235943604552403,0.20580941056565313,0.08754883641922881,0.10623407508068626,0.21379310344827587,0.25150331238321727,0.1397655851877017,0.1996602683879735,0.08839816544929506,0.10687956514353661,1.0
17,0.19557547651274768,0.23680298222646282,0.16058313178156966,0.23414028002751458,0.1029134399893492,0.06998468946235605,0.16868218430337054,0.28184702775867043,0.17070140013757296,0.21277209488095503,0.0900215235094415,0.07597576940998957,0.17673685845518894,0.2628752745911643,0.16786118445869483,0.22599684913573123,0.09377149577296026,0.07275833758626046,1.0
